taxon,min_age,max_age
2,0.251693599793901,0.251693599793901
4,0.283772395354248,0.283772395354248
4,0.299186267251531,0.299186267251531
5,0.19833557289316,0.19833557289316
6,0.25011895900891,0.25011895900891
11,2.30602592329371,2.30602592329371
11,1.61798590584332,1.61798590584332
13,0.649227148601427,0.649227148601427
13,0.621870382068933,0.621870382068933
14,0.517664790825384,0.517664790825384
14,0.41085351871078,0.41085351871078
14,0.267414778812565,0.267414778812565
18,0.159690414128067,0.159690414128067
19,0.080214876049953,0.080214876049953
